datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,hour,day,month,day_of_week,hour_sin,hour_cos,aqi_lag_1,aqi_lag_3,aqi_lag_6,aqi_rolling_mean,aqi_rolling_std,aqi_change,pm25_pm10_ratio,no2_so2_ratio,aqi_class
2026-05-12 17:15:59.295266,3,95.22,0.01,0.06,67.04,0.37,23.08,82.21,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,,,3.0,0.0,0.0,0.28074443156861173,0.16216172388723274,1
2026-05-12 17:19:09.921171,3,95.22,0.01,0.06,67.04,0.37,23.08,82.21,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,,,3.0,0.0,0.0,0.28074443156861173,0.16216172388723274,1
2026-05-12 17:30:05.717622,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:32:16.861495,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:34:23.831373,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:35:39.811084,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:35:45.122796,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:35:50.305366,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:35:55.492783,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:36:00.677830,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:36:05.872239,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:36:11.162988,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:36:16.340341,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:36:21.507117,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:36:26.703468,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:36:31.922106,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:36:37.136351,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:36:42.332822,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:36:47.601751,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:36:52.778226,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:36:57.993782,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:37:03.195087,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:37:08.414822,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:37:13.597050,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:37:18.845279,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:37:24.044307,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:37:29.222064,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:37:34.401042,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:37:39.607750,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:37:44.840621,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:37:50.015519,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:37:55.230588,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:38:00.433890,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:38:05.637293,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:38:10.800747,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:38:16.020226,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:38:21.244046,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:38:26.450156,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:38:31.667497,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:38:36.853225,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:38:42.098175,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:38:47.273738,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:38:52.482181,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:38:57.701900,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:39:02.954001,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:39:08.157765,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:39:13.339307,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:39:18.639742,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:39:24.488807,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:39:29.673519,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:39:34.885953,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:39:40.214788,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:39:45.422907,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:39:50.613782,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:39:55.815227,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:40:00.989285,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:40:06.196255,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:40:11.444738,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:40:16.674705,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:40:21.876887,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:40:27.049349,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:40:32.224021,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:40:37.431928,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:40:42.630853,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:40:47.837437,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:40:53.037071,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:40:58.358746,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:41:03.537828,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:41:08.751804,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:41:13.937010,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:41:19.162316,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:41:24.367746,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:41:29.546734,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:41:34.749443,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:41:39.939189,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:41:45.379743,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:41:50.621300,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:41:55.820543,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:42:01.012385,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:42:06.215125,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:42:11.398886,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:42:16.594422,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
2026-05-12 17:42:21.803755,3,95.53,0.01,0.07,67.52,0.38,23.46,85.69,0,17,12,5,1,-0.9659258262890683,-0.25881904510252063,3.0,3.0,3.0,3.0,0.0,0.0,0.27377756711661144,0.18421004155252227,1
